vehicle_id,trip_id,datetime,total_distance_km,duration_min,avg_speed_kmh,max_speed_kmh,std_speed,parking_anomaly,parking_duration_min,speed_anomaly,speed_spikes,route_deviation,circuity_ratio,coordinated_movement,avg_bearing_change,restricted_zone_entry,rz_hit_count,risk_score,risk_level
20000144,1372690000000000000,2013-07-01 14:06:33,2.02,6.8,18.0,149.2,27.1,0,1.0,1,1,0,2.0,0,76.4,1,6,42.1,MEDIUM
20000137,1372690000000000000,2013-07-01 13:52:30,1.88,5.0,22.5,101.3,26.0,0,0.2,1,1,0,2.06,0,66.7,1,18,41.2,MEDIUM
20000625,1372690000000000000,2013-07-01 13:30:00,15.07,19.0,47.6,405.8,92.6,0,2.2,1,7,1,25.91,0,98.4,1,24,61.9,HIGH
20000468,1372690000000000000,2013-07-01 13:32:27,1.92,7.0,16.5,57.2,15.6,0,0.8,0,0,0,1.22,0,71.0,0,0,12.4,LOW
20000338,1372690000000000000,2013-07-01 13:52:33,11.22,14.2,47.3,81.3,28.2,0,0.5,1,2,0,2.46,0,56.9,0,0,29.5,LOW
20000480,1372690000000000000,2013-07-01 14:33:04,2.56,6.2,24.6,58.6,15.6,0,0.0,0,0,0,1.14,0,158.9,0,0,11.2,LOW
20000448,1372680000000000000,2013-07-01 12:51:25,1.65,5.2,18.8,50.6,17.5,0,1.0,0,0,0,1.18,0,38.3,0,0,15.9,LOW
20000554,1372690000000000000,2013-07-01 14:18:27,1.79,5.5,19.6,64.2,14.6,0,0.2,0,0,0,1.24,0,70.7,1,1,14.4,LOW
20000333,1372680000000000000,2013-07-01 12:57:03,3.89,11.2,20.7,53.2,15.1,0,1.0,0,0,1,12.31,0,54.7,0,0,35.9,MEDIUM
20000387,1372690000000000000,2013-07-01 13:31:07,7.22,12.5,34.7,92.4,27.1,0,0.8,1,4,0,1.33,0,62.5,0,0,22.7,LOW
20000324,1372690000000000000,2013-07-01 13:57:00,31.09,19.2,96.9,812.8,132.9,0,0.8,1,40,1,5.24,0,70.2,0,0,45.6,MEDIUM
20000429,1372690000000000000,2013-07-01 14:23:26,4.05,11.5,21.1,63.1,17.1,0,0.5,0,0,0,2.18,0,47.7,1,26,34.2,MEDIUM
20000086,1372690000000000000,2013-07-01 13:23:25,8.24,16.2,30.4,67.9,20.4,0,0.5,0,0,0,1.42,0,37.8,0,0,19.1,LOW
20000693,1372670000000000000,2013-07-01 09:10:00,5.41,7.5,43.3,76.4,22.8,0,0.2,0,0,0,2.02,0,52.1,0,0,21.8,LOW
20000486,1372690000000000000,2013-07-01 14:02:18,8.37,32.8,15.3,151.3,22.4,0,2.5,1,2,0,2.74,0,74.3,0,0,31.9,MEDIUM
20000542,1372690000000000000,2013-07-01 13:54:19,5.29,8.8,36.3,94.5,27.8,0,0.2,1,4,0,1.7,0,105.2,0,0,24.6,LOW
20000123,1372690000000000000,2013-07-01 14:21:39,1.6,5.8,16.7,43.3,14.0,0,1.5,0,0,0,1.71,0,52.4,0,0,15.0,LOW
20000604,1372670000000000000,2013-07-01 09:05:39,2.18,8.2,15.9,39.4,13.1,0,1.8,0,0,0,1.54,0,43.1,0,0,14.2,LOW
20000017,1372690000000000000,2013-07-01 13:32:04,2.03,11.5,10.6,34.8,10.4,0,1.0,0,0,0,1.95,0,59.5,1,9,28.7,LOW
20000549,1372680000000000000,2013-07-01 13:17:59,49.08,43.5,67.7,118.4,33.4,0,0.5,1,78,1,39.34,0,57.5,0,0,45.4,MEDIUM
20000319,1372690000000000000,2013-07-01 13:47:53,6.86,9.2,44.5,83.8,25.6,0,0.2,1,2,0,1.77,0,32.3,0,0,29.2,LOW
20000048,1372690000000000000,2013-07-01 14:05:10,5.33,11.5,27.8,110.0,20.7,0,0.8,1,1,0,1.52,0,102.6,1,15,34.7,MEDIUM
20000095,1372690000000000000,2013-07-01 13:45:32,3.9,9.8,24.0,161.8,24.8,0,0.2,1,1,0,1.39,0,41.2,1,26,37.4,MEDIUM
20000180,1372690000000000000,2013-07-01 14:05:47,1.93,9.8,11.8,46.7,14.3,0,1.0,0,0,0,1.27,0,80.6,0,0,12.1,LOW
20000577,1372680000000000000,2013-07-01 13:07:29,3.74,13.0,17.3,41.3,11.8,0,0.8,0,0,0,1.47,0,37.9,1,20,28.8,LOW
20000007,1372690000000000000,2013-07-01 13:54:41,6.47,18.2,21.3,61.5,18.1,0,1.2,0,0,0,1.38,0,41.2,1,12,31.8,MEDIUM
20000576,1372690000000000000,2013-07-01 13:58:03,7.77,13.8,33.9,99.2,29.4,0,0.5,1,8,1,3.74,0,59.7,1,15,52.6,MEDIUM
20000452,1372680000000000000,2013-07-01 12:17:30,2.49,7.8,19.3,53.9,13.5,0,0.2,0,0,0,1.5,0,71.9,1,4,24.3,LOW
20000030,1372680000000000000,2013-07-01 12:33:30,6.8,13.2,30.8,72.7,16.7,0,0.8,0,0,0,1.23,0,47.0,0,0,13.2,LOW
20000042,1372680000000000000,2013-07-01 12:55:04,23.0,16.0,86.2,1782.6,304.3,0,0.5,1,2,1,3.48,0,27.1,1,1,44.9,MEDIUM
20000066,1372690000000000000,2013-07-01 13:45:52,3.61,12.2,17.7,52.1,14.7,0,0.8,0,0,0,1.64,0,51.8,0,0,14.4,LOW
20000671,1372680000000000000,2013-07-01 13:18:16,2.15,8.2,15.6,36.3,13.1,0,0.8,0,0,0,1.44,0,43.3,0,0,12.6,LOW
20000664,1372690000000000000,2013-07-01 13:23:29,4.71,17.0,16.6,57.1,13.9,0,1.0,0,0,0,1.4,0,47.8,1,25,27.6,LOW
20000497,1372680000000000000,2013-07-01 12:11:28,6.61,14.2,27.8,192.5,27.4,0,0.5,1,1,0,1.22,0,45.5,0,0,21.8,LOW
20000446,1372690000000000000,2013-07-01 14:33:09,1.76,5.8,18.4,64.6,18.7,0,1.0,0,0,0,1.32,0,34.8,1,10,33.7,MEDIUM
20000137,1372690000000000000,2013-07-01 14:41:39,2.51,6.8,22.3,257.1,52.8,0,0.5,1,2,0,1.48,0,131.8,1,26,38.4,MEDIUM
20000285,1372690000000000000,2013-07-01 13:56:37,9.83,12.5,47.2,744.9,139.4,0,0.5,1,3,1,3.37,0,102.6,1,1,38.2,MEDIUM
20000058,1372690000000000000,2013-07-01 13:57:52,2.6,7.8,20.2,79.8,18.5,0,0.5,0,0,0,1.19,0,46.1,1,14,28.9,LOW
20000247,1372690000000000000,2013-07-01 13:45:33,17.41,36.0,29.0,105.3,31.6,0,4.2,1,24,1,4.3,0,51.8,0,0,44.2,MEDIUM
20000041,1372690000000000000,2013-07-01 13:56:49,4.47,12.2,21.9,59.8,18.0,0,1.2,0,0,0,1.83,0,34.5,0,0,21.7,LOW
20000391,1372680000000000000,2013-07-01 13:23:00,5.68,12.8,26.7,85.2,25.3,0,1.5,1,2,0,1.34,0,61.7,0,0,23.3,LOW
20000663,1372690000000000000,2013-07-01 13:44:56,8.24,27.0,18.3,168.0,24.1,1,6.0,1,2,0,1.31,0,55.8,1,1,29.9,LOW
20000464,1372680000000000000,2013-07-01 13:22:26,2.42,10.5,13.8,53.6,13.5,0,1.8,0,0,0,1.62,0,48.9,0,0,14.4,LOW
20000012,1372690000000000000,2013-07-01 13:32:06,1.66,12.2,8.1,45.3,9.9,0,3.5,0,0,0,1.74,0,59.6,1,33,29.1,LOW
20000166,1372690000000000000,2013-07-01 14:03:22,2.65,6.2,25.5,70.3,21.1,0,0.2,0,0,0,1.68,0,94.9,1,16,33.5,MEDIUM
20000624,1372690000000000000,2013-07-01 14:33:22,0.94,4.0,14.1,35.1,9.5,0,0.5,0,0,0,1.29,0,66.1,0,0,8.6,LOW
20000667,1372690000000000000,2013-07-01 13:44:10,4.4,8.5,31.1,193.9,31.9,0,0.0,1,1,0,1.42,0,38.1,1,4,36.9,MEDIUM
20000342,1372690000000000000,2013-07-01 13:33:25,4.44,12.0,22.2,47.3,15.4,0,0.8,0,0,0,1.5,0,43.3,1,17,29.6,LOW
20000136,1372690000000000000,2013-07-01 14:17:59,2.26,5.5,24.7,86.0,19.9,0,0.2,0,1,0,1.62,0,126.4,1,12,34.3,MEDIUM
20000065,1372690000000000000,2013-07-01 14:03:16,2.26,8.5,15.9,48.6,16.4,0,1.5,0,0,0,1.19,0,50.1,0,0,13.3,LOW
20000272,1372690000000000000,2013-07-01 14:07:28,4.53,8.2,32.9,201.4,34.8,0,0.8,1,2,0,1.46,0,62.2,1,6,38.5,MEDIUM
20000561,1372680000000000000,2013-07-01 13:22:23,6.01,10.8,33.5,67.1,19.8,0,0.2,0,0,0,1.53,0,35.5,0,0,19.9,LOW
20000017,1372690000000000000,2013-07-01 14:43:56,2.1,4.2,29.6,106.4,27.9,0,0.0,1,2,0,1.35,0,43.8,1,14,37.6,MEDIUM
20000289,1372690000000000000,2013-07-01 13:58:01,4.88,11.8,24.9,72.3,18.1,0,0.5,0,0,0,2.91,0,48.9,0,0,24.4,LOW
20000046,1372690000000000000,2013-07-01 14:10:45,2.05,5.8,21.4,42.7,14.5,0,0.8,0,0,0,1.69,0,70.5,0,0,14.6,LOW
20000116,1372690000000000000,2013-07-01 14:41:11,9.77,9.0,65.1,165.1,42.0,0,0.0,1,15,0,1.62,0,37.4,0,0,26.4,LOW
20000041,1372690000000000000,2013-07-01 14:50:10,0.98,1.8,33.4,88.6,24.6,0,0.0,0,1,0,1.24,0,70.7,0,0,19.9,LOW
20000281,1372690000000000000,2013-07-01 13:31:20,12.12,20.0,36.4,101.5,34.4,0,1.0,1,16,0,1.7,0,68.7,0,0,25.2,LOW
20000370,1372690000000000000,2013-07-01 13:51:06,6.25,20.2,18.5,161.7,21.3,0,1.5,1,1,1,3.54,0,63.9,1,10,48.3,MEDIUM
20000131,1372690000000000000,2013-07-01 13:34:02,4.0,8.8,27.4,55.2,18.0,0,0.8,0,0,0,1.18,0,51.2,0,0,13.7,LOW
20000341,1372690000000000000,2013-07-01 13:29:57,3.22,9.0,21.5,56.7,15.1,0,0.5,0,0,0,1.25,0,49.6,1,19,27.0,LOW
20000619,1372690000000000000,2013-07-01 13:50:12,9.75,17.8,33.0,62.4,16.3,0,0.5,0,0,1,5.19,0,49.3,0,0,36.3,MEDIUM
20000602,1372690000000000000,2013-07-01 13:28:52,1.57,4.8,19.9,51.0,17.3,0,0.5,0,0,0,1.03,0,32.0,1,12,31.5,MEDIUM
20000294,1372690000000000000,2013-07-01 13:55:47,1.79,10.0,10.7,28.8,8.2,0,0.8,0,0,0,2.29,0,98.9,1,6,29.2,LOW
20000148,1372690000000000000,2013-07-01 13:45:51,3.04,6.2,29.2,70.9,14.7,0,0.0,0,0,0,1.14,0,52.3,0,0,10.7,LOW
20000693,1372690000000000000,2013-07-01 14:43:27,4.02,4.8,50.7,111.8,21.1,0,0.0,1,1,0,1.14,0,24.3,0,0,23.8,LOW
20000603,1372680000000000000,2013-07-01 12:36:10,3.85,9.8,23.7,57.6,17.7,0,1.2,0,0,0,2.18,0,42.0,0,0,21.2,LOW
20000215,1372690000000000000,2013-07-01 13:33:02,5.54,16.2,20.5,197.3,26.1,0,0.8,1,1,0,1.38,0,58.2,1,1,25.4,LOW
20000513,1372680000000000000,2013-07-01 13:16:43,22.17,25.0,53.2,117.1,40.6,0,0.5,1,30,0,1.4,0,35.5,0,0,26.0,LOW
20000675,1372690000000000000,2013-07-01 14:41:34,2.93,6.2,28.1,169.5,34.6,0,0.2,1,2,0,1.45,0,139.2,1,3,32.0,MEDIUM
20000009,1372690000000000000,2013-07-01 13:33:03,6.85,15.2,26.9,73.1,20.2,0,0.8,0,0,0,1.43,0,47.3,1,9,31.8,MEDIUM
20000472,1372690000000000000,2013-07-01 13:51:35,2.32,11.2,12.4,46.7,13.6,0,0.5,0,0,0,1.26,0,68.4,1,4,23.1,LOW
20000648,1372680000000000000,2013-07-01 11:53:21,5.11,14.5,21.1,56.0,17.9,0,1.5,0,0,0,1.34,0,96.2,1,6,30.4,MEDIUM
20000481,1372690000000000000,2013-07-01 13:54:40,2.39,7.0,20.4,45.2,13.1,0,0.5,0,0,0,1.22,0,32.4,1,3,23.7,LOW
20000031,1372690000000000000,2013-07-01 13:37:34,6.92,19.0,21.9,57.6,16.2,0,1.2,0,0,0,1.51,0,44.5,1,2,21.2,LOW
20000152,1372690000000000000,2013-07-01 13:31:41,8.01,14.8,32.6,88.1,26.7,0,2.2,1,4,0,1.37,0,54.2,0,0,24.2,LOW
20000356,1372690000000000000,2013-07-01 14:36:21,1.91,5.5,20.8,146.9,31.1,0,0.5,1,1,0,2.61,0,118.1,1,1,33.5,MEDIUM
20000409,1372690000000000000,2013-07-01 14:29:00,7.28,12.8,34.2,87.1,25.5,0,0.8,1,4,0,1.92,0,62.3,0,0,26.3,LOW
20000153,1372690000000000000,2013-07-01 14:06:32,10.88,25.8,25.4,107.1,19.8,0,2.5,1,1,0,1.39,0,59.1,1,19,34.7,MEDIUM
20000039,1372690000000000000,2013-07-01 14:11:29,5.32,9.5,33.6,74.0,18.9,0,0.5,0,0,0,1.47,0,61.6,0,0,16.0,LOW
20000349,1372690000000000000,2013-07-01 13:47:09,5.46,10.2,31.9,71.8,22.7,0,0.5,0,0,0,1.64,0,56.8,0,0,19.5,LOW
20000146,1372690000000000000,2013-07-01 14:30:55,1.92,4.2,27.1,48.8,13.2,0,0.2,0,0,0,2.29,0,66.1,0,0,17.1,LOW
20000346,1372690000000000000,2013-07-01 14:37:29,2.25,9.2,14.6,37.1,11.3,0,0.5,0,0,0,1.9,0,65.3,1,19,28.6,LOW
20000476,1372690000000000000,2013-07-01 14:06:40,2.84,6.8,25.3,94.2,22.3,0,0.8,0,1,0,1.58,0,87.5,1,11,36.1,MEDIUM
20000516,1372690000000000000,2013-07-01 14:30:58,5.55,10.8,31.0,126.5,24.9,0,0.2,1,2,0,1.68,0,44.5,0,0,24.6,LOW
20000605,1372690000000000000,2013-07-01 14:31:22,1.98,6.2,19.0,50.8,15.3,0,0.5,0,0,0,1.3,0,61.6,1,8,27.5,LOW
20000076,1372690000000000000,2013-07-01 14:28:30,29.9,15.0,119.6,1928.5,336.8,0,0.2,1,21,1,3.07,0,77.7,0,0,33.1,MEDIUM
20000344,1372690000000000000,2013-07-01 13:42:04,6.97,23.2,18.0,174.9,23.7,1,7.2,1,1,0,1.48,0,65.8,1,1,29.9,LOW
20000560,1372690000000000000,2013-07-01 14:04:34,1.48,5.5,16.2,71.8,17.1,0,0.8,0,0,0,1.32,0,48.7,1,14,29.0,LOW
20000539,1372690000000000000,2013-07-01 14:33:04,9.92,7.8,76.8,119.5,34.7,0,0.0,1,19,0,1.3,0,38.0,0,0,24.2,LOW
20000640,1372690000000000000,2013-07-01 14:38:45,0.93,3.2,17.1,47.0,17.3,0,0.8,0,0,0,2.15,0,59.8,0,0,19.3,LOW
20000068,1372690000000000000,2013-07-01 13:44:50,2.11,5.0,25.3,179.3,37.1,0,0.8,1,1,0,1.89,0,54.9,0,0,26.2,LOW
20000432,1372690000000000000,2013-07-01 13:52:58,3.38,8.0,25.4,53.3,16.2,0,1.0,0,0,0,1.48,0,39.2,1,7,31.5,MEDIUM
20000008,1372690000000000000,2013-07-01 14:12:40,4.34,12.2,21.3,57.3,17.0,0,0.5,0,0,0,1.73,0,51.9,0,0,16.3,LOW
20000172,1372690000000000000,2013-07-01 13:28:31,5.99,13.8,26.1,57.2,15.8,0,0.2,0,0,0,1.17,0,32.6,1,5,30.9,MEDIUM
20000309,1372680000000000000,2013-07-01 12:49:13,11.44,20.8,33.1,97.1,25.7,0,2.8,1,4,0,2.64,0,65.0,0,0,32.6,MEDIUM
20000517,1372680000000000000,2013-07-01 12:51:53,4.89,12.5,23.5,56.0,15.5,0,0.2,0,0,0,1.95,0,44.3,1,8,31.7,MEDIUM
20000632,1372690000000000000,2013-07-01 14:04:17,7.34,13.5,32.6,75.6,23.6,0,0.5,0,0,0,2.28,0,42.9,0,0,24.8,LOW
20000268,1372690000000000000,2013-07-01 14:19:50,6.86,6.8,61.0,866.6,158.7,0,0.2,1,1,1,3.3,0,81.4,0,0,34.6,MEDIUM
20000045,1372680000000000000,2013-07-01 11:22:30,36.97,28.0,79.2,1599.9,197.9,0,0.8,1,23,0,2.22,0,37.6,0,0,30.7,MEDIUM
20000649,1372690000000000000,2013-07-01 14:00:55,3.48,11.0,19.0,68.1,17.2,0,0.5,0,0,0,1.18,0,42.5,0,0,13.8,LOW
20000179,1372690000000000000,2013-07-01 13:26:11,2.62,8.0,19.6,46.6,13.0,0,1.0,0,0,0,1.33,0,33.8,0,0,15.2,LOW
20000325,1372690000000000000,2013-07-01 14:11:33,3.93,11.8,20.1,94.5,20.6,0,1.5,0,1,0,1.4,0,53.2,0,0,19.5,LOW
20000388,1372680000000000000,2013-07-01 12:19:33,2.7,7.5,21.6,55.0,17.9,0,1.0,0,0,0,1.06,0,45.1,0,0,13.2,LOW
20000540,1372680000000000000,2013-07-01 13:16:12,17.88,18.8,57.2,208.5,42.3,0,0.8,1,28,0,1.55,0,63.2,1,16,39.1,MEDIUM
20000308,1372690000000000000,2013-07-01 13:34:12,1.11,11.2,5.9,41.2,9.9,0,4.8,0,0,0,1.91,0,134.3,0,0,16.2,LOW
20000682,1372690000000000000,2013-07-01 14:22:08,7.6,11.8,38.8,115.7,30.0,0,0.2,1,6,0,2.35,0,33.7,0,0,32.4,MEDIUM
20000242,1372690000000000000,2013-07-01 13:59:33,1.42,4.0,21.4,54.6,16.9,0,0.5,0,0,0,1.61,0,68.3,1,12,30.5,MEDIUM
20000051,1372690000000000000,2013-07-01 13:38:50,3.03,14.2,12.7,49.3,14.4,0,2.2,0,0,0,1.69,0,112.1,0,0,15.8,LOW
20000509,1372690000000000000,2013-07-01 14:27:57,3.26,8.8,22.4,144.9,27.2,0,0.2,1,1,0,1.32,0,52.8,1,16,37.2,MEDIUM
20000521,1372680000000000000,2013-07-01 13:01:12,6.37,12.5,30.6,189.3,29.5,0,0.8,1,1,0,1.15,0,41.6,0,0,22.7,LOW
20000616,1372690000000000000,2013-07-01 14:09:05,5.96,33.8,10.6,50.5,15.5,1,20.2,0,0,1,63.43,0,90.4,0,0,52.2,MEDIUM
20000347,1372680000000000000,2013-07-01 11:04:23,12.55,16.8,44.9,1267.6,213.5,0,4.8,1,2,1,19.15,0,81.6,1,6,64.0,HIGH
20000142,1372690000000000000,2013-07-01 14:11:48,19.58,15.8,74.6,1711.9,291.1,0,0.5,1,4,1,5.34,0,90.9,0,0,45.4,MEDIUM
20000578,1372690000000000000,2013-07-01 13:49:48,13.21,21.0,37.7,108.4,30.3,0,1.8,1,10,1,3.78,0,48.7,0,0,38.9,MEDIUM
20000057,1372690000000000000,2013-07-01 13:29:17,7.0,21.0,20.0,82.7,16.1,0,0.8,0,1,0,1.17,0,56.0,1,17,29.4,LOW
20000658,1372690000000000000,2013-07-01 14:35:46,2.88,9.0,19.2,62.2,13.6,0,0.5,0,0,0,1.68,0,62.2,1,1,16.8,LOW
20000492,1372690000000000000,2013-07-01 14:07:13,1.78,4.2,25.1,75.7,20.4,0,0.8,0,0,0,1.47,0,86.5,0,0,17.2,LOW
20000381,1372690000000000000,2013-07-01 13:53:25,6.52,11.0,35.6,97.0,32.3,0,1.5,1,7,0,1.65,0,100.2,0,0,25.3,LOW
20000036,1372690000000000000,2013-07-01 13:46:53,7.18,19.2,22.4,74.4,19.7,0,1.5,0,0,0,1.18,0,51.1,1,19,30.5,MEDIUM
20000296,1372690000000000000,2013-07-01 14:35:48,5.78,14.0,24.8,110.5,22.2,0,1.5,1,1,0,1.12,0,41.7,0,0,19.9,LOW
20000246,1372690000000000000,2013-07-01 14:00:49,10.85,11.8,55.4,116.1,37.5,0,0.2,1,18,0,1.78,0,39.7,0,0,26.9,LOW
20000651,1372690000000000000,2013-07-01 14:04:20,2.04,11.5,10.7,46.5,13.6,0,1.0,0,0,0,1.21,0,60.7,1,14,26.2,LOW
20000617,1372690000000000000,2013-07-01 14:00:20,5.47,11.0,29.9,61.5,18.4,0,0.2,0,0,0,1.06,0,13.3,0,0,23.5,LOW
20000483,1372690000000000000,2013-07-01 14:17:31,2.83,10.5,16.2,52.0,14.3,0,1.2,0,0,0,1.43,0,59.1,0,0,13.3,LOW
20000596,1372690000000000000,2013-07-01 14:16:30,2.53,7.2,20.9,59.3,18.4,0,1.0,0,0,0,1.46,0,56.5,0,0,16.0,LOW
20000496,1372690000000000000,2013-07-01 14:07:59,7.48,10.8,41.7,240.0,40.4,0,0.5,1,2,0,1.25,0,71.7,0,0,22.0,LOW
20000009,1372690000000000000,2013-07-01 14:57:35,1.88,4.2,26.6,83.6,26.5,0,0.5,1,1,0,1.21,0,41.3,1,4,34.6,MEDIUM
20000688,1372690000000000000,2013-07-01 14:04:03,2.34,9.2,15.2,39.4,12.4,0,0.5,0,0,0,1.54,0,51.5,0,0,12.1,LOW
20000116,1372690000000000000,2013-07-01 14:54:02,10.15,9.0,67.7,121.6,39.7,0,0.2,1,16,0,1.83,0,52.3,0,0,25.4,LOW
20000329,1372690000000000000,2013-07-01 13:44:01,6.17,12.2,30.2,77.3,24.5,0,0.8,0,0,0,1.98,0,70.8,0,0,23.0,LOW
20000310,1372690000000000000,2013-07-01 14:34:50,7.01,10.2,41.0,131.5,34.6,0,0.2,1,6,0,2.48,0,52.8,1,6,44.5,MEDIUM
20000473,1372690000000000000,2013-07-01 13:56:53,7.17,19.5,22.1,96.7,28.2,1,8.0,1,5,0,1.87,0,88.9,0,0,32.1,MEDIUM
20000058,1372690000000000000,2013-07-01 14:50:00,3.72,4.8,47.0,156.3,29.4,0,0.0,1,1,0,1.18,0,27.4,0,0,27.0,LOW
20000546,1372690000000000000,2013-07-01 13:59:21,2.61,6.0,26.1,57.6,15.0,0,0.2,0,0,0,1.52,0,38.0,0,0,15.8,LOW
20000258,1372690000000000000,2013-07-01 13:54:34,10.57,33.5,18.9,109.4,25.8,1,11.2,1,7,0,2.53,0,82.9,0,0,38.9,MEDIUM
20000021,1372690000000000000,2013-07-01 14:05:13,1.88,5.5,20.5,40.3,12.4,0,0.5,0,0,0,1.11,0,20.3,1,7,32.6,MEDIUM
20000126,1372690000000000000,2013-07-01 14:05:35,4.66,11.8,23.8,61.9,19.4,0,1.5,0,0,0,1.37,0,44.5,1,8,31.6,MEDIUM
20000303,1372690000000000000,2013-07-01 14:01:55,5.85,14.5,24.2,82.4,19.6,0,0.5,0,1,0,1.16,0,39.6,0,0,18.3,LOW
20000435,1372690000000000000,2013-07-01 13:33:16,9.23,20.2,27.4,89.6,24.3,0,2.2,0,1,0,2.35,0,78.6,1,18,43.5,MEDIUM
20000518,1372690000000000000,2013-07-01 14:10:04,2.72,10.8,15.2,49.6,14.9,0,1.5,0,0,0,1.23,0,43.3,1,6,28.2,LOW
20000391,1372690000000000000,2013-07-01 14:51:06,5.42,13.5,24.1,80.0,19.0,0,0.8,0,0,0,1.37,0,48.7,1,17,30.6,MEDIUM
20000697,1372690000000000000,2013-07-01 13:56:06,6.55,19.5,20.2,187.3,25.4,0,0.8,1,1,0,1.35,0,63.7,1,14,36.7,MEDIUM
20000111,1372690000000000000,2013-07-01 13:45:44,5.44,9.8,33.5,74.8,22.9,0,1.0,0,0,0,1.77,0,93.0,0,0,21.0,LOW
20000353,1372690000000000000,2013-07-01 13:23:56,3.58,8.5,25.2,51.9,17.1,0,0.8,0,0,0,1.2,0,31.5,1,18,32.7,MEDIUM
20000333,1372690000000000000,2013-07-01 14:43:10,5.66,12.5,27.2,68.0,21.3,0,0.8,0,0,1,38.9,0,37.8,0,0,42.2,MEDIUM
20000094,1372690000000000000,2013-07-01 14:05:20,3.21,8.0,24.0,82.2,20.6,0,1.2,0,1,0,1.4,0,45.5,0,0,19.3,LOW
20000050,1372690000000000000,2013-07-01 14:40:12,0.68,2.2,18.0,47.6,13.5,0,0.0,0,0,0,1.12,0,37.4,0,0,12.3,LOW
20000099,1372680000000000000,2013-07-01 11:06:51,4.85,9.5,30.7,189.0,29.8,0,0.2,1,1,0,1.17,0,35.7,1,2,30.4,MEDIUM
20000257,1372690000000000000,2013-07-01 14:38:02,7.19,6.2,69.0,658.5,167.8,0,0.5,1,2,1,4.51,0,38.0,1,17,59.7,HIGH
20000601,1372690000000000000,2013-07-01 13:49:35,3.87,10.8,21.6,61.2,13.7,0,0.2,0,0,0,1.55,0,80.4,1,23,27.8,LOW
20000038,1372690000000000000,2013-07-01 14:37:02,3.13,10.0,18.8,60.1,18.3,0,1.2,0,0,0,1.26,0,43.3,0,0,15.4,LOW
20000006,1372690000000000000,2013-07-01 14:14:06,6.36,13.2,28.8,79.7,20.2,0,0.5,0,0,0,1.24,0,67.9,0,0,15.4,LOW
20000178,1372680000000000000,2013-07-01 13:15:43,4.68,13.2,21.2,190.5,27.9,0,0.5,1,1,0,1.37,0,86.9,0,0,22.7,LOW
20000337,1372690000000000000,2013-07-01 13:56:32,5.34,9.5,33.7,97.0,25.5,0,0.5,1,2,0,1.32,0,38.7,0,0,24.5,LOW
20000524,1372690000000000000,2013-07-01 13:42:20,12.69,12.2,62.2,124.5,32.9,0,0.2,1,14,0,1.35,0,58.4,0,0,22.4,LOW
20000569,1372690000000000000,2013-07-01 13:32:31,5.16,21.0,14.7,116.6,18.3,0,3.8,1,1,1,9.87,0,86.5,1,30,57.4,HIGH
20000305,1372690000000000000,2013-07-01 14:20:08,10.37,11.8,53.0,165.4,31.1,0,0.2,1,8,0,1.43,0,84.1,0,0,22.9,LOW
20000129,1372690000000000000,2013-07-01 14:34:52,1.3,6.0,13.0,29.2,9.6,0,1.0,0,0,0,1.77,0,102.2,0,0,12.0,LOW
20000230,1372690000000000000,2013-07-01 14:38:42,4.4,11.0,24.0,71.8,18.4,0,1.0,0,0,0,1.2,0,51.4,1,11,29.4,LOW
20000188,1372680000000000000,2013-07-01 11:40:20,3.65,6.2,35.0,160.5,33.6,0,0.2,1,3,0,1.56,0,40.5,0,0,25.2,LOW
20000174,1372680000000000000,2013-07-01 13:17:38,13.63,20.0,40.9,113.5,37.1,0,2.2,1,14,0,1.4,0,74.8,1,9,39.4,MEDIUM
20000327,1372680000000000000,2013-07-01 12:39:30,77.49,53.8,86.5,6921.9,469.5,0,2.2,1,73,1,41.21,0,72.1,1,1,49.9,MEDIUM
20000252,1372690000000000000,2013-07-01 14:18:59,5.22,15.2,20.5,59.4,17.1,0,1.2,0,0,0,1.27,0,53.7,1,16,29.1,LOW
20000167,1372690000000000000,2013-07-01 14:05:34,4.89,7.8,37.8,76.7,27.5,0,0.8,1,0,0,1.67,0,35.1,0,0,26.4,LOW
20000089,1372690000000000000,2013-07-01 13:52:12,2.32,6.5,21.4,48.1,11.9,0,0.0,0,0,0,2.32,0,59.6,0,0,16.2,LOW
20000363,1372690000000000000,2013-07-01 13:50:56,15.46,23.0,40.3,805.2,83.1,0,1.0,1,2,1,8.74,0,80.1,0,0,45.8,MEDIUM
20000036,1372690000000000000,2013-07-01 15:05:42,7.68,7.8,59.5,112.4,40.4,0,0.2,1,15,0,1.4,0,58.8,0,0,22.7,LOW
20000608,1372690000000000000,2013-07-01 14:24:18,3.13,10.0,18.8,78.1,15.7,0,0.8,0,0,1,4.89,0,47.9,0,0,35.4,MEDIUM
20000632,1372690000000000000,2013-07-01 15:02:39,3.2,10.0,19.2,72.0,16.1,0,0.2,0,0,0,1.65,0,98.4,1,21,30.0,MEDIUM
20000458,1372690000000000000,2013-07-01 14:26:02,7.46,17.0,26.3,198.8,29.7,0,0.8,1,2,0,1.32,0,59.7,1,1,25.6,LOW
20000669,1372690000000000000,2013-07-01 13:40:07,3.52,9.2,22.8,58.9,15.4,0,0.5,0,0,0,1.23,0,37.3,1,12,29.7,LOW
